baseline_feature,matched_ft_feature,decoder_cosine_similarity,status
1961,88,0.13583755,changed
1962,2445,0.12863845,changed
1963,2061,0.16989934,changed
1964,2022,0.13761379,changed
1965,1398,0.13107994,changed
1966,312,0.15370077,changed
1967,2728,0.13119856,changed
1968,743,0.13450246,changed
1969,3587,0.12481398,changed
1970,2951,0.12857093,changed
1971,504,0.13303164,changed
1972,1403,0.119899265,changed
1973,713,0.12489461,changed
1974,3544,0.12250516,changed
1975,764,0.17601013,changed
1976,1183,0.13214736,changed
1977,1995,0.124424905,changed
1978,3298,0.13170524,changed
1979,3674,0.24984491,changed
1980,589,0.12763637,changed
1981,4086,0.12363868,changed
1982,3513,0.13092656,changed
1983,304,0.23170906,changed
1984,2279,0.14184098,changed
1985,3826,0.13157752,changed
1986,2767,0.11897018,changed
1987,723,0.13048488,changed
1988,2966,0.13688433,changed
1989,309,0.13691904,changed
1990,1045,0.1274904,changed
1991,3011,0.1408322,changed
1992,2288,0.13527788,changed
1993,1291,0.13673684,changed
1994,1005,0.14179745,changed
1995,3372,0.16976738,changed
1996,1996,0.23536153,changed
1997,2757,0.12852557,changed
1998,3836,0.21383286,changed
1999,3934,0.11928682,changed
2000,120,0.14523345,changed
2001,3654,0.23541154,changed
2002,3239,0.12322345,changed
2003,871,0.13569126,changed
2004,3966,0.13614675,changed
2005,997,0.123635806,changed
2006,2379,0.12744993,changed
2007,41,0.12504496,changed
2008,1804,0.13397193,changed
2009,2194,0.13111378,changed
2010,3111,0.12434323,changed
2011,2683,0.14318842,changed
2012,2887,0.13620709,changed
2013,3954,0.11454144,changed
2014,2446,0.1278589,changed
2015,245,0.14086708,changed
2016,1483,0.22319585,changed
2017,859,0.17769448,changed
2018,105,0.1168658,changed
2019,767,0.12233952,changed
2020,361,0.11897861,changed
2021,2503,0.16522607,changed
2022,1349,0.1323701,changed
2023,761,0.14472817,changed
2024,913,0.12429315,changed
2025,3523,0.12975489,changed
2026,1781,0.12948877,changed
2027,1005,0.13523626,changed
2028,453,0.13415454,changed
2029,1764,0.16400796,changed
2030,317,0.12874274,changed
2031,3834,0.14343041,changed
2032,3045,0.11469896,changed
2033,891,0.1265598,changed
2034,1950,0.12885134,changed
2035,3895,0.11608271,changed
2036,1537,0.121967755,changed
2037,2035,0.12187671,changed
2038,3772,0.12014654,changed
2039,102,0.137523,changed
2040,2037,0.15026605,changed
2041,2568,0.120409675,changed
2042,2073,0.13238947,changed
2043,222,0.1276513,changed
2044,3790,0.10909922,changed
2045,796,0.14266878,changed
2046,796,0.12621978,changed
2047,374,0.1277712,changed
2048,2810,0.1636948,changed
2049,2648,0.14210252,changed
2050,3355,0.14547664,changed
2051,2448,0.12672342,changed
2052,3562,0.13307947,changed
2053,2753,0.15200374,changed
2054,572,0.1555888,changed
2055,1221,0.15879306,changed
2056,1921,0.14261049,changed
2057,1645,0.11820228,changed
2058,2676,0.13491449,changed
2059,1232,0.11265046,changed
2060,276,0.1436287,changed
2061,2171,0.118227705,changed
2062,1956,0.13356619,changed
2063,3262,0.12804262,changed
2064,2443,0.1611656,changed
2065,2954,0.12319034,changed
2066,1995,0.12146825,changed
2067,15,0.13434878,changed
2068,3356,0.122200504,changed
2069,2413,0.13085616,changed
2070,707,0.15073569,changed
2071,739,0.13534129,changed
2072,3777,0.12934859,changed
2073,3012,0.11725361,changed
2074,3301,0.13566558,changed
2075,2425,0.12792054,changed
2076,2492,0.13138205,changed
2077,2220,0.13495809,changed
2078,3050,0.13528086,changed
2079,3001,0.16089642,changed
2080,3090,0.14036836,changed
2081,323,0.12523907,changed
2082,3784,0.13279948,changed
2083,2810,0.182562,changed
2084,3193,0.13219284,changed
2085,1750,0.12910336,changed
2086,860,0.114923164,changed
2087,1679,0.13373715,changed
2088,306,0.14140229,changed
2089,3828,0.14687866,changed
2090,2677,0.14315796,changed
2091,2051,0.11550637,changed
2092,844,0.12746975,changed
2093,3723,0.12973353,changed
2094,569,0.11345796,changed
2095,3217,0.12945566,changed
2096,1460,0.14413133,changed
2097,1551,0.12080732,changed
2098,589,0.12065002,changed
2099,192,0.12558259,changed
2100,1898,0.14806803,changed
2101,1998,0.119600594,changed
2102,2946,0.15871942,changed
2103,665,0.13423494,changed
2104,2903,0.19521096,changed
2105,1551,0.15861191,changed
2106,3283,0.1133405,changed
2107,2488,0.16172893,changed
2108,2516,0.117353134,changed
2109,739,0.2584492,changed
2110,2910,0.16249295,changed
2111,4094,0.16126367,changed
2112,3677,0.12075251,changed
2113,2403,0.14161056,changed
2114,1803,0.12335601,changed
2115,269,0.11337504,changed
2116,3310,0.12954561,changed
2117,324,0.12529698,changed
2118,3478,0.12647405,changed
2119,1710,0.13509296,changed
2120,3625,0.1317515,changed
2121,2959,0.13770825,changed
2122,249,0.12610412,changed
2123,2851,0.21342292,changed
2124,1248,0.12306347,changed
2125,1298,0.118538976,changed
2126,2500,0.11152424,changed
2127,1834,0.14093927,changed
2128,2905,0.20935723,changed
2129,3911,0.12365322,changed
2130,874,0.26886588,changed
2131,1271,0.13754298,changed
2132,3606,0.13416249,changed
2133,1811,0.13565731,changed
2134,2082,0.13677019,changed
2135,3854,0.120489776,changed
2136,2570,0.14490117,changed
2137,2522,0.119613424,changed
2138,1921,0.1415041,changed
2139,2690,0.15358818,changed
2140,3220,0.14722237,changed
2141,1364,0.16630867,changed
2142,1709,0.13069773,changed
2143,3103,0.14811912,changed
2144,3317,0.20553884,changed
2145,3997,0.1202663,changed
2146,436,0.13456646,changed
2147,1233,0.12546536,changed
2148,803,0.15330361,changed
2149,240,0.11981845,changed
2150,190,0.45121092,changed
2151,858,0.12453901,changed
2152,1413,0.1325947,changed
2153,3442,0.14341232,changed
2154,1601,0.1317728,changed
2155,3728,0.10976989,changed
2156,0,0.123568155,changed
2157,3955,0.13617821,changed
2158,3938,0.1251576,changed
2159,3006,0.12450673,changed
2160,280,0.13309953,changed
2161,1458,0.14398983,changed
2162,2480,0.22343582,changed
2163,970,0.12247446,changed
2164,3411,0.12686539,changed
2165,797,0.13074386,changed
2166,2685,0.12304962,changed
2167,956,0.13997456,changed
2168,623,0.24847326,changed
2169,1623,0.1448759,changed
2170,956,0.118732095,changed
2171,884,0.13118635,changed
2172,3496,0.11931521,changed
2173,2964,0.1364158,changed
2174,3082,0.14470303,changed
2175,2868,0.121929616,changed
2176,1212,0.34424275,changed
2177,2022,0.1213717,changed
2178,267,0.11943604,changed
2179,2775,0.12535013,changed
2180,165,0.11806136,changed
2181,3369,0.12247404,changed
2182,4074,0.137423,changed
2183,2627,0.13570479,changed
2184,3734,0.1402005,changed
2185,3848,0.13834196,changed
2186,3814,0.12948647,changed
2187,2905,0.14194512,changed
2188,2848,0.12196311,changed
2189,1300,0.11816846,changed
2190,2893,0.14462306,changed
2191,140,0.12597124,changed
2192,719,0.13230383,changed
2193,3287,0.13389854,changed
2194,463,0.12874326,changed
2195,1091,0.13131009,changed
2196,260,0.124411985,changed
2197,1875,0.1239528,changed
2198,4034,0.14005232,changed
2199,659,0.13393736,changed
2200,1968,0.12740538,changed
2201,1332,0.16236131,changed
2202,2223,0.13947946,changed
2203,987,0.13604349,changed
2204,778,0.13883817,changed
2205,1526,0.12752616,changed
2206,2945,0.158998,changed
2207,179,0.12497052,changed
2208,1392,0.12893614,changed
2209,3030,0.14148983,changed
2210,4001,0.12973157,changed
2211,496,0.13091248,changed
2212,2497,0.12906459,changed
2213,48,0.11985049,changed
2214,2310,0.25020367,changed
2215,2552,0.1146438,changed
2216,355,0.1501286,changed
2217,2629,0.120266795,changed
2218,74,0.11953816,changed
2219,3628,0.12527516,changed
2220,1476,0.12681799,changed
2221,2031,0.120736256,changed
2222,2439,0.14940763,changed
2223,394,0.12881625,changed
2224,2499,0.1168066,changed
2225,3915,0.11164158,changed
2226,1989,0.24613367,changed
2227,1188,0.14239852,changed
2228,684,0.1196349,changed
2229,1348,0.118025,changed
2230,1985,0.1219187,changed
2231,1311,0.12076153,changed
2232,3026,0.14235681,changed
2233,2934,0.13254166,changed
2234,992,0.12281744,changed
2235,815,0.14860421,changed
2236,484,0.17003047,changed
2237,1688,0.12751539,changed
2238,560,0.12384787,changed
2239,2990,0.14589712,changed
2240,1355,0.13531566,changed
2241,1364,0.12676814,changed
2242,2566,0.12181915,changed
2243,124,0.14873444,changed
2244,3391,0.19441837,changed
2245,3599,0.14209963,changed
2246,3069,0.12832956,changed
2247,3791,0.13777651,changed
2248,3511,0.13554353,changed
2249,618,0.15449977,changed
2250,1381,0.13567993,changed
2251,2727,0.1360455,changed
2252,140,0.12580809,changed
2253,1204,0.11998938,changed
2254,2501,0.14870895,changed
2255,1774,0.11744048,changed
2256,1267,0.11823475,changed
2257,2977,0.12399118,changed
2258,562,0.15294506,changed
2259,1142,0.15460964,changed
2260,1820,0.1515435,changed
2261,2165,0.12212983,changed
2262,3660,0.453269,changed
2263,3116,0.1207622,changed
2264,1623,0.14062561,changed
2265,3587,0.14017905,changed
2266,2031,0.13040027,changed
2267,3361,0.14068888,changed
2268,689,0.119206145,changed
2269,2061,0.1731054,changed
2270,775,0.12622625,changed
2271,849,0.13066569,changed
2272,2624,0.13678484,changed
2273,1618,0.13892496,changed
2274,2916,0.13273025,changed
2275,2144,0.13812134,changed
2276,2991,0.12837577,changed
2277,2642,0.1291178,changed
2278,652,0.14233172,changed
2279,2261,0.15031695,changed
2280,169,0.14430547,changed
2281,2526,0.11922735,changed
2282,2263,0.1844198,changed
2283,1676,0.11783194,changed
2284,2942,0.11880554,changed
2285,389,0.1177271,changed
2286,1809,0.18099925,changed
2287,3590,0.12712866,changed
2288,2410,0.13184676,changed
2289,3009,0.12961645,changed
2290,1049,0.13686854,changed
2291,3333,0.42132628,changed
2292,566,0.13065861,changed
2293,877,0.12674484,changed
2294,185,0.13038063,changed
2295,284,0.15076095,changed
2296,608,0.12604658,changed
2297,709,0.14223476,changed
2298,2184,0.14774965,changed
2299,3286,0.119740896,changed
2300,2357,0.15245034,changed
2301,2184,0.14092511,changed
2302,1935,0.13366722,changed
2303,1701,0.12750328,changed
2304,547,0.12036661,changed
2305,1462,0.15266788,changed
2306,3991,0.1296983,changed
2307,1341,0.13530818,changed
2308,3666,0.16097057,changed
2309,3899,0.13277851,changed
2310,1196,0.122524984,changed
2311,883,0.11922951,changed
2312,806,0.12948972,changed
2313,843,0.12571703,changed
2314,3355,0.11718126,changed
2315,1083,0.12412514,changed
2316,1398,0.14625247,changed
2317,269,0.14477372,changed
2318,2442,0.120559186,changed
2319,1116,0.12578365,changed
2320,3578,0.13306281,changed
2321,1256,0.12826654,changed
2322,3908,0.13945536,changed
2323,1332,0.11465217,changed
2324,2307,0.12862138,changed
2325,753,0.18617864,changed
2326,86,0.161051,changed
2327,2687,0.118067324,changed
2328,929,0.12678266,changed
2329,3390,0.116853386,changed
2330,1970,0.12910855,changed
2331,23,0.14668597,changed
2332,1529,0.13080552,changed
2333,883,0.14885183,changed
2334,2071,0.15832925,changed
2335,2396,0.14576478,changed
2336,856,0.15386933,changed
2337,3847,0.1377729,changed
2338,1162,0.14805943,changed
2339,376,0.15453188,changed
2340,683,0.11668855,changed
2341,342,0.12990648,changed
2342,3781,0.12832093,changed
2343,3418,0.16267276,changed
2344,2338,0.12979189,changed
2345,2645,0.12966827,changed
2346,3055,0.119976245,changed
2347,946,0.19225758,changed
2348,1981,0.15529928,changed
2349,2419,0.11823583,changed
2350,3795,0.13190672,changed
2351,2766,0.13742027,changed
2352,778,0.1356957,changed
2353,1454,0.12682012,changed
2354,2056,0.12542702,changed
2355,739,0.15029813,changed
2356,2298,0.13828385,changed
2357,811,0.13658118,changed
2358,812,0.17122081,changed
2359,1522,0.12859356,changed
2360,4058,0.1427582,changed
2361,3569,0.16716069,changed
2362,928,0.13583916,changed
2363,2725,0.13678433,changed
2364,2645,0.12325369,changed
2365,3236,0.11483435,changed
2366,10,0.13693036,changed
2367,328,0.14352629,changed
2368,1627,0.14526516,changed
2369,3852,0.12487458,changed
2370,940,0.12393791,changed
2371,3989,0.15150812,changed
2372,2923,0.13175717,changed
2373,907,0.13469034,changed
2374,4007,0.13182634,changed
2375,3636,0.13062727,changed
2376,3230,0.124045596,changed
2377,1416,0.1445983,changed
2378,3280,0.17350915,changed
2379,3100,0.13106321,changed
2380,2417,0.13257444,changed
2381,2570,0.1198977,changed
2382,1823,0.123567425,changed
2383,2184,0.13741279,changed
2384,1532,0.121232875,changed
2385,3742,0.11368944,changed
2386,2499,0.16144839,changed
2387,4053,0.15132509,changed
2388,2645,0.1236961,changed
2389,1276,0.15839016,changed
2390,2871,0.16086544,changed
2391,2413,0.12300213,changed
2392,1780,0.11847398,changed
2393,1012,0.12274422,changed
2394,1581,0.14350449,changed
2395,1060,0.13518995,changed
2396,1855,0.12052877,changed
2397,1808,0.12246719,changed
2398,990,0.20702064,changed
2399,2335,0.13685465,changed
2400,3698,0.1779896,changed
2401,2620,0.14930837,changed
2402,797,0.111599,changed
2403,1732,0.14561531,changed
2404,3377,0.12518711,changed
2405,1215,0.13694605,changed
2406,1227,0.12607545,changed
2407,3286,0.13553979,changed
2408,1426,0.38071162,changed
2409,2975,0.12082091,changed
2410,252,0.13678366,changed
2411,2490,0.1240149,changed
2412,841,0.12416534,changed
2413,1498,0.13624868,changed
2414,2839,0.21957062,changed
2415,2148,0.14715843,changed
2416,748,0.12727968,changed
2417,459,0.14684355,changed
2418,1493,0.1328463,changed
2419,3636,0.12833802,changed
2420,3581,0.1250162,changed
2421,3032,0.1518122,changed
2422,1572,0.14280522,changed
2423,1361,0.120394595,changed
2424,269,0.12321884,changed
2425,2361,0.13286307,changed
2426,3730,0.12315373,changed
2427,1015,0.1415967,changed
2428,3225,0.13949335,changed
2429,351,0.12702563,changed
2430,3980,0.1347283,changed
2431,1501,0.17390877,changed
2432,3355,0.14435992,changed
2433,2637,0.13363324,changed
2434,1595,0.13289644,changed
2435,1212,0.27775508,changed
2436,734,0.11636293,changed
2437,3142,0.11782923,changed
2438,754,0.14118609,changed
2439,491,0.12569284,changed
2440,1852,0.14594214,changed
2441,3764,0.12221205,changed
2442,4053,0.15248923,changed
2443,2789,0.13495974,changed
2444,1764,0.1396289,changed
2445,3235,0.16304976,changed
2446,1567,0.12291063,changed
2447,484,0.12349044,changed
2448,84,0.12293036,changed
2449,803,0.1265401,changed
2450,3758,0.13604566,changed
2451,3105,0.11297786,changed
2452,504,0.117121056,changed
2453,2205,0.12952676,changed
2454,2513,0.12786023,changed
2455,2687,0.13691562,changed
2456,2184,0.14845231,changed
2457,300,0.12856504,changed
2458,4061,0.1315229,changed
2459,3981,0.13959056,changed
2460,2187,0.13881691,changed
2461,464,0.12761718,changed
2462,375,0.129484,changed
2463,1390,0.12252617,changed
2464,2682,0.14645562,changed
2465,1598,0.13633317,changed
2466,3396,0.16181223,changed
2467,1521,0.11780307,changed
2468,272,0.16261615,changed
2469,5,0.1282383,changed
2470,574,0.14421973,changed
2471,1246,0.1272085,changed
2472,542,0.12382823,changed
2473,1910,0.13432746,changed
2474,1627,0.12886134,changed
2475,592,0.16276892,changed
2476,893,0.14012295,changed
2477,1005,0.15743706,changed
2478,2475,0.13673261,changed
2479,458,0.16406164,changed
2480,2577,0.123989284,changed
2481,3516,0.15076067,changed
2482,636,0.1387805,changed
2483,490,0.1295397,changed
2484,2427,0.120356515,changed
2485,2015,0.16669247,changed
2486,3912,0.13748784,changed
2487,2573,0.12488009,changed
2488,988,0.1335115,changed
2489,3843,0.121576846,changed
2490,3888,0.13175333,changed
2491,909,0.13171273,changed
2492,3672,0.13398767,changed
2493,1398,0.14049116,changed
2494,2167,0.13032797,changed
2495,3504,0.12084278,changed
2496,943,0.12645814,changed
2497,2647,0.13541052,changed
2498,1741,0.1106856,changed
2499,282,0.13255355,changed
2500,3301,0.108533025,changed
2501,3115,0.1202354,changed
2502,2127,0.14655727,changed
2503,4048,0.122221895,changed
2504,552,0.13799798,changed
2505,3003,0.13605954,changed
2506,1292,0.23680025,changed
2507,3496,0.124208026,changed
2508,3309,0.13133967,changed
2509,730,0.11051729,changed
2510,2207,0.1146417,changed
2511,182,0.13775787,changed
2512,2443,0.12582964,changed
2513,1408,0.12842895,changed
2514,386,0.13587043,changed
2515,54,0.13577765,changed
2516,3518,0.13850847,changed
2517,52,0.14299765,changed
2518,3343,0.14227349,changed
2519,803,0.157794,changed
2520,940,0.13556069,changed
2521,1374,0.115250885,changed
2522,983,0.12737988,changed
2523,2814,0.121092565,changed
2524,1887,0.13530673,changed
2525,3181,0.13039716,changed
2526,2728,0.10420391,changed
2527,1462,0.123747185,changed
2528,871,0.14201,changed
2529,2810,0.1612547,changed
2530,2144,0.115316875,changed
2531,3350,0.13386048,changed
2532,39,0.11342577,changed
2533,3863,0.12630014,changed
2534,384,0.1413694,changed
2535,3691,0.12848547,changed
2536,4037,0.14864227,changed
2537,2992,0.13180973,changed
2538,2389,0.18898039,changed
2539,3410,0.14870745,changed
2540,2758,0.12659146,changed
2541,349,0.14566594,changed
2542,222,0.12767214,changed
2543,4072,0.12502512,changed
2544,2184,0.15071711,changed
2545,1763,0.49508083,changed
2546,3127,0.13899848,changed
2547,3951,0.1331104,changed
2548,1512,0.13896747,changed
2549,1475,0.13320065,changed
2550,1710,0.13788663,changed
2551,112,0.13438286,changed
2552,88,0.13268141,changed
2553,341,0.14230253,changed
2554,3473,0.13686109,changed
2555,2839,0.17192334,changed
2556,2500,0.12013142,changed
2557,3343,0.13350818,changed
2558,3513,0.14255117,changed
2559,4023,0.13021354,changed
2560,3574,0.14075282,changed
2561,167,0.13594417,changed
2562,1618,0.19363008,changed
2563,3607,0.13382427,changed
2564,1185,0.12789245,changed
2565,2331,0.123222455,changed
2566,2872,0.29161286,changed
2567,2550,0.13710153,changed
2568,3819,0.124547094,changed
2569,570,0.13332349,changed
2570,716,0.14317837,changed
2571,513,0.12417792,changed
2572,74,0.1474399,changed
2573,1590,0.11006631,changed
2574,4093,0.13900572,changed
2575,3875,0.13576597,changed
2576,472,0.13509497,changed
2577,107,0.1120162,changed
2578,1725,0.15297978,changed
2579,208,0.121500045,changed
2580,2329,0.13768335,changed
2581,2927,0.1244005,changed
2582,659,0.12138715,changed
2583,2501,0.116690256,changed
2584,1015,0.1459506,changed
2585,845,0.13266477,changed
2586,3253,0.14092757,changed
2587,2417,0.1292147,changed
2588,339,0.12710536,changed
2589,2349,0.1468359,changed
2590,3320,0.13726924,changed
2591,3081,0.12490117,changed
2592,3623,0.113198355,changed
2593,1939,0.13806376,changed
2594,1672,0.12013462,changed
2595,1333,0.14680988,changed
2596,2879,0.11656061,changed
2597,4004,0.15232916,changed
2598,3352,0.13408557,changed
2599,2151,0.13096052,changed
2600,3424,0.14761886,changed
2601,1839,0.1290383,changed
2602,27,0.13463897,changed
2603,3485,0.12409811,changed
2604,918,0.16505337,changed
2605,551,0.14550927,changed
2606,3180,0.11625914,changed
2607,1676,0.12563497,changed
2608,302,0.13635203,changed
2609,1310,0.13212179,changed
2610,3472,0.11996203,changed
2611,3459,0.13104506,changed
2612,3927,0.12820964,changed
2613,2172,0.12268236,changed
2614,2789,0.1342001,changed
2615,1076,0.12497765,changed
2616,2615,0.117628425,changed
2617,4053,0.4763828,changed
2618,3180,0.13737768,changed
2619,462,0.15993153,changed
2620,3271,0.1852198,changed
2621,1444,0.11125608,changed
2622,3877,0.13975868,changed
2623,2927,0.11852263,changed
2624,2820,0.13610296,changed
2625,1817,0.13090287,changed
2626,2375,0.120326,changed
2627,1454,0.12169637,changed
2628,842,0.13292834,changed
2629,3402,0.12030946,changed
2630,3352,0.17520219,changed
2631,1507,0.12508017,changed
2632,3044,0.1421794,changed
2633,2096,0.34951717,changed
2634,279,0.13529126,changed
2635,562,0.16826864,changed
2636,2670,0.14067224,changed
2637,1727,0.124010816,changed
2638,2227,0.15209252,changed
2639,1147,0.13295956,changed
2640,879,0.13486378,changed
2641,3143,0.12726009,changed
2642,3839,0.12357208,changed
2643,3333,0.26417723,changed
2644,3388,0.12687983,changed
2645,2789,0.15459052,changed
2646,2001,0.15198848,changed
2647,646,0.14476275,changed
2648,940,0.1318799,changed
2649,2852,0.113204345,changed
2650,1401,0.16203947,changed
2651,2632,0.12461957,changed
2652,715,0.1494847,changed
2653,3294,0.14004059,changed
2654,2499,0.11520405,changed
2655,2432,0.11461508,changed
2656,1399,0.12668106,changed
2657,2628,0.12714791,changed
2658,2788,0.124310255,changed
2659,1108,0.18749565,changed
2660,2984,0.120231524,changed
2661,946,0.14850213,changed
2662,3081,0.12868176,changed
2663,168,0.13019672,changed
2664,3328,0.1410208,changed
2665,1788,0.1413864,changed
2666,120,0.12572475,changed
2667,975,0.14287741,changed
2668,2992,0.1511825,changed
2669,206,0.111883625,changed
2670,3003,0.12941092,changed
2671,3228,0.113725826,changed
2672,3919,0.13488866,changed
2673,232,0.13522637,changed
2674,3661,0.129321,changed
2675,552,0.13106757,changed
2676,874,0.15772767,changed
2677,3559,0.13857833,changed
2678,3619,0.1309935,changed
2679,711,0.14142376,changed
2680,2053,0.128069,changed
2681,3841,0.12930295,changed
2682,2563,0.1468733,changed
2683,28,0.12672532,changed
2684,3966,0.12053594,changed
2685,3223,0.14955774,changed
2686,3117,0.13755795,changed
2687,3298,0.11588045,changed
2688,3466,0.13544878,changed
2689,3190,0.13152975,changed
2690,4004,0.14491466,changed
2691,2679,0.14023486,changed
2692,1236,0.13454396,changed
2693,408,0.14618962,changed
2694,1341,0.16569066,changed
2695,1706,0.4586878,changed
2696,4017,0.13216744,changed
2697,3870,0.12281377,changed
2698,552,0.1215471,changed
2699,2004,0.15362063,changed
2700,830,0.13364477,changed
2701,987,0.17220484,changed
2702,2187,0.12317753,changed
2703,2722,0.1564179,changed
2704,3841,0.14786345,changed
2705,2839,0.251788,changed
2706,1537,0.11192191,changed
2707,2683,0.147466,changed
2708,3155,0.12557808,changed
2709,2921,0.122682914,changed
2710,1349,0.1288199,changed
2711,3326,0.16698498,changed
2712,1689,0.12601706,changed
2713,3847,0.15443087,changed
2714,732,0.1438197,changed
2715,3166,0.12777025,changed
2716,3830,0.12815344,changed
2717,1991,0.15091345,changed
2718,3427,0.120918095,changed
2719,2298,0.11786652,changed
2720,2322,0.12459776,changed
2721,839,0.1160468,changed
2722,2810,0.1529292,changed
2723,3645,0.12012614,changed
2724,2534,0.14073789,changed
2725,1760,0.11781469,changed
2726,3325,0.1260702,changed
2727,1796,0.14065845,changed
2728,753,0.18413025,changed
2729,4055,0.14229049,changed
2730,870,0.1340101,changed
2731,1577,0.12995267,changed
2732,2417,0.12531851,changed
2733,1979,0.12568472,changed
2734,1707,0.11703654,changed
2735,740,0.13022925,changed
2736,2285,0.15497069,changed
2737,2061,0.28685915,changed
2738,614,0.1503277,changed
2739,285,0.13768971,changed
2740,1493,0.1256595,changed
2741,326,0.12697327,changed
2742,1799,0.13035394,changed
2743,3003,0.12594582,changed
2744,3022,0.13204002,changed
2745,3239,0.11172719,changed
2746,1685,0.12997839,changed
2747,1200,0.12629203,changed
2748,3794,0.14654222,changed
2749,3895,0.122555606,changed
2750,2904,0.12908128,changed
2751,2093,0.12276501,changed
2752,1956,0.14149073,changed
2753,3278,0.112471245,changed
2754,1690,0.1275678,changed
2755,1537,0.13626796,changed
2756,661,0.20938581,changed
2757,1535,0.11762643,changed
2758,1604,0.13416412,changed
2759,1029,0.12453135,changed
2760,3395,0.12377768,changed
2761,1968,0.1473514,changed
2762,1462,0.12558058,changed
2763,1790,0.12122751,changed
2764,1871,0.12269154,changed
2765,2671,0.13178733,changed
2766,479,0.15290931,changed
2767,1758,0.14284733,changed
2768,2226,0.12514955,changed
2769,208,0.14427389,changed
2770,2042,0.111823596,changed
2771,343,0.13419521,changed
2772,1493,0.1332236,changed
2773,2705,0.118964076,changed
2774,2836,0.12386583,changed
2775,898,0.11983429,changed
2776,2273,0.14210585,changed
2777,2022,0.19004676,changed
2778,3712,0.1377041,changed
2779,3831,0.12443723,changed
2780,658,0.12351924,changed
2781,4051,0.118863165,changed
2782,3038,0.1425128,changed
2783,2351,0.16729856,changed
2784,3352,0.42973,changed
2785,2873,0.1326066,changed
2786,3755,0.11527088,changed
2787,1886,0.119921,changed
2788,0,0.14043836,changed
2789,2209,0.13544257,changed
2790,1191,0.14258648,changed
2791,3061,0.22250637,changed
2792,3919,0.13630855,changed
2793,3058,0.12510099,changed
2794,2696,0.12975909,changed
2795,1082,0.114279106,changed
2796,478,0.123229876,changed
2797,971,0.12021944,changed
2798,711,0.12690024,changed
2799,1109,0.12396762,changed
2800,3825,0.15953223,changed
2801,1280,0.14943181,changed
2802,2015,0.1305439,changed
2803,3585,0.15043435,changed
2804,858,0.12547824,changed
2805,3322,0.14290126,changed
2806,711,0.1438534,changed
2807,2095,0.2673924,changed
2808,921,0.13534416,changed
2809,358,0.13107443,changed
2810,1701,0.12666126,changed
2811,3663,0.23149878,changed
2812,2234,0.13029039,changed
2813,3642,0.1298182,changed
2814,1062,0.114216164,changed
2815,500,0.11577724,changed
2816,2691,0.14625749,changed
2817,1596,0.16203919,changed
2818,426,0.13145927,changed
2819,1192,0.12074044,changed
2820,1095,0.120552786,changed
2821,2610,0.16665426,changed
2822,291,0.13169692,changed
2823,1878,0.13176824,changed
2824,534,0.114992045,changed
2825,3753,0.118382365,changed
2826,2476,0.13950644,changed
2827,3091,0.14115041,changed
2828,1156,0.13681036,changed
2829,1638,0.13463435,changed
2830,2032,0.12273639,changed
2831,2251,0.13090786,changed
2832,25,0.14138857,changed
2833,434,0.12574121,changed
2834,3477,0.15483576,changed
2835,2263,0.20074669,changed
2836,1464,0.51748204,shifted
2837,2194,0.14324439,changed
2838,2866,0.15954532,changed
2839,1151,0.1255323,changed
2840,264,0.1249991,changed
2841,3654,0.2611063,changed
2842,1680,0.11346561,changed
2843,4005,0.113338746,changed
2844,1665,0.1354039,changed
2845,814,0.37836957,changed
2846,2485,0.13070509,changed
2847,3695,0.14653471,changed
2848,337,0.13274512,changed
2849,535,0.13580717,changed
2850,2310,0.18371545,changed
2851,929,0.12889856,changed
2852,3064,0.119839795,changed
2853,748,0.13270482,changed
2854,1326,0.12872857,changed
2855,2095,0.1270037,changed
2856,3609,0.12144774,changed
2857,2162,0.12728211,changed
2858,3996,0.12402319,changed
2859,1170,0.12009269,changed
2860,124,0.30113685,changed
2861,4079,0.11419888,changed
2862,82,0.1277928,changed
2863,2851,0.16335662,changed
2864,2049,0.12123555,changed
2865,2989,0.14288089,changed
2866,3591,0.1411046,changed
2867,1341,0.25689122,changed
2868,3072,0.15030158,changed
2869,4008,0.1307947,changed
2870,3604,0.119757846,changed
2871,2482,0.14577502,changed
2872,3869,0.13479199,changed
2873,3226,0.13607407,changed
2874,1382,0.12111888,changed
2875,3664,0.12653244,changed
2876,840,0.13636589,changed
2877,1276,0.145304,changed
2878,1471,0.13514367,changed
2879,1239,0.123338535,changed
2880,2514,0.33791053,changed
2881,1934,0.15704495,changed
2882,1741,0.12270334,changed
2883,1708,0.13082162,changed
2884,1933,0.11992672,changed
2885,3013,0.14045525,changed
2886,1538,0.14727058,changed
2887,983,0.13226065,changed
2888,2684,0.12422216,changed
2889,3707,0.15434134,changed
2890,3793,0.13757545,changed
2891,335,0.13937607,changed
2892,414,0.12863082,changed
2893,2128,0.13793637,changed
2894,2,0.13501175,changed
2895,1695,0.11281656,changed
2896,1389,0.12829667,changed
2897,3659,0.1612521,changed
2898,1657,0.117637515,changed
2899,2261,0.16203658,changed
2900,2643,0.13896662,changed
2901,3857,0.12991613,changed
2902,2701,0.14180486,changed
2903,3858,0.13090098,changed
2904,58,0.13876876,changed
2905,2642,0.13328023,changed
2906,371,0.13187024,changed
2907,2845,0.12934813,changed
2908,438,0.38112995,changed
2909,397,0.13510117,changed
