pretrained_code_feature,matched_finetuned_code_feature,decoder_cosine_similarity,status
1957,739,0.12452112,changed
1958,105,0.12779035,changed
1959,2579,0.7163934,shifted
1960,3649,0.12620592,changed
1961,1718,0.12691197,changed
1962,2734,0.12108236,changed
1963,1258,0.1275188,changed
1964,2736,0.13143466,changed
1965,1705,0.13330738,changed
1966,3682,0.13932893,changed
1967,3909,0.11866836,changed
1968,823,0.12423786,changed
1969,188,0.14271966,changed
1970,453,0.14539582,changed
1971,1790,0.13384089,changed
1972,1385,0.15964283,changed
1973,3389,0.13278607,changed
1974,2196,0.11464472,changed
1975,3292,0.22377098,changed
1976,1491,0.12021846,changed
1977,3907,0.124244004,changed
1978,357,0.12512562,changed
1979,2085,0.13159752,changed
1980,354,0.13669915,changed
1981,406,0.12672448,changed
1982,3155,0.12333435,changed
1983,2327,0.12310626,changed
1984,871,0.15630648,changed
1985,3624,0.11984706,changed
1986,1170,0.11349757,changed
1987,1633,0.6166851,shifted
1988,2101,0.121153295,changed
1989,130,0.12623958,changed
1990,2837,0.12540023,changed
1991,2568,0.12262462,changed
1992,2671,0.1623651,changed
1993,3442,0.13401276,changed
1994,508,0.21021658,changed
1995,962,0.14729442,changed
1996,1360,0.13227947,changed
1997,3285,0.14054887,changed
1998,405,0.11363657,changed
1999,2238,0.12708092,changed
2000,107,0.12604985,changed
2001,753,0.20529634,changed
2002,846,0.1342122,changed
2003,1365,0.14975034,changed
2004,3502,0.12570752,changed
2005,4062,0.12838271,changed
2006,1273,0.3588124,changed
2007,3997,0.12929504,changed
2008,3622,0.13539572,changed
2009,3571,0.21611086,changed
2010,797,0.1377255,changed
2011,3927,0.1327406,changed
2012,663,0.12471974,changed
2013,3821,0.13332778,changed
2014,681,0.13714701,changed
2015,2014,0.17726453,changed
2016,903,0.17805475,changed
2017,916,0.14919844,changed
2018,3746,0.14736772,changed
2019,3903,0.13947275,changed
2020,2157,0.12439647,changed
2021,2692,0.12230964,changed
2022,2184,0.15950233,changed
2023,3843,0.12657334,changed
2024,3759,0.13349226,changed
2025,2819,0.14350602,changed
2026,3713,0.13169172,changed
2027,2472,0.14908148,changed
2028,2960,0.2587871,changed
2029,300,0.13284597,changed
2030,2252,0.20883068,changed
2031,287,0.14186205,changed
2032,1458,0.13372138,changed
2033,759,0.14188981,changed
2034,2439,0.3186822,changed
2035,3311,0.12733021,changed
2036,147,0.13172556,changed
2037,641,0.13643295,changed
2038,2722,0.12762888,changed
2039,1466,0.12155187,changed
2040,3187,0.15413317,changed
2041,130,0.14317009,changed
2042,3873,0.17555924,changed
2043,2305,0.12762532,changed
2044,2530,0.13861112,changed
2045,484,0.25805587,changed
2046,1240,0.13244279,changed
2047,1576,0.13219747,changed
2048,2238,0.116508976,changed
2049,159,0.11326081,changed
2050,1219,0.115834326,changed
2051,3122,0.124763295,changed
2052,3605,0.14293909,changed
2053,3069,0.12958442,changed
2054,430,0.14987895,changed
2055,2594,0.12899666,changed
2056,373,0.12800819,changed
2057,3595,0.24913763,changed
2058,2916,0.14097412,changed
2059,877,0.12020093,changed
2060,1708,0.11898486,changed
2061,4006,0.14163789,changed
2062,799,0.12479954,changed
2063,2113,0.13428962,changed
2064,3020,0.13592914,changed
2065,1276,0.13559376,changed
2066,3061,0.13980122,changed
2067,3280,0.31064492,changed
2068,1927,0.14233048,changed
2069,63,0.119001165,changed
2070,3023,0.24878803,changed
2071,1470,0.21925184,changed
2072,1672,0.12347469,changed
2073,1481,0.1499074,changed
2074,2601,0.12369408,changed
2075,1507,0.12729357,changed
2076,369,0.1295974,changed
2077,596,0.13717142,changed
2078,3499,0.13187203,changed
2079,3537,0.1270779,changed
2080,984,0.11467981,changed
2081,2501,0.26180387,changed
2082,738,0.15136647,changed
2083,3921,0.14804602,changed
2084,2083,0.20020126,changed
2085,847,0.13509169,changed
2086,342,0.20105186,changed
2087,390,0.1223665,changed
2088,2869,0.119780645,changed
2089,2131,0.3058762,changed
2090,1117,0.13532439,changed
2091,936,0.21989423,changed
2092,3781,0.13807663,changed
2093,2647,0.17005473,changed
2094,3154,0.21209358,changed
2095,3181,0.1168286,changed
2096,2123,0.1350283,changed
2097,2856,0.119389206,changed
2098,1167,0.15669253,changed
2099,3633,0.15589982,changed
2100,2439,0.23594803,changed
2101,3857,0.14363149,changed
2102,4076,0.1363403,changed
2103,3535,0.13949114,changed
2104,1868,0.13736287,changed
2105,2557,0.15096055,changed
2106,2856,0.1446909,changed
2107,4006,0.12792581,changed
2108,322,0.4969403,changed
2109,2450,0.13955963,changed
2110,2188,0.11409031,changed
2111,642,0.38008848,changed
2112,725,0.11888789,changed
2113,3096,0.34386837,changed
2114,3016,0.12672397,changed
2115,871,0.14016399,changed
2116,4049,0.14437371,changed
2117,753,0.44301116,changed
2118,1168,0.2562797,changed
2119,1384,0.1261006,changed
2120,2881,0.121188775,changed
2121,3315,0.14027537,changed
2122,2763,0.1335373,changed
2123,2865,0.12911642,changed
2124,1134,0.24978304,changed
2125,2537,0.16764492,changed
2126,3549,0.14417747,changed
2127,3834,0.13047574,changed
2128,2319,0.12353023,changed
2129,2484,0.12083542,changed
2130,746,0.12516275,changed
2131,1179,0.13000688,changed
2132,1937,0.14423217,changed
2133,2359,0.12586668,changed
2134,333,0.13989541,changed
2135,1250,0.18793362,changed
2136,2622,0.36163014,changed
2137,153,0.13431874,changed
2138,1449,0.12117945,changed
2139,3895,0.23033807,changed
2140,2463,0.15301266,changed
2141,3234,0.12950984,changed
2142,3356,0.1224744,changed
2143,2186,0.12792578,changed
2144,1207,0.108244196,changed
2145,2976,0.16044468,changed
2146,2891,0.12903464,changed
2147,1156,0.13292798,changed
2148,874,0.13848887,changed
2149,1504,0.17396979,changed
2150,1278,0.11596501,changed
2151,1288,0.27854013,changed
2152,558,0.15252542,changed
2153,2196,0.122762874,changed
2154,2701,0.13685253,changed
2155,1380,0.13696668,changed
2156,164,0.13954908,changed
2157,1581,0.13322903,changed
2158,1069,0.117052734,changed
2159,2805,0.13084427,changed
2160,75,0.13282934,changed
2161,3586,0.14451006,changed
2162,2417,0.12726669,changed
2163,777,0.12970954,changed
2164,619,0.12740377,changed
2165,4024,0.11642319,changed
2166,2799,0.3236523,changed
2167,145,0.13496026,changed
2168,1251,0.15268481,changed
2169,3436,0.134462,changed
2170,70,0.11761867,changed
2171,612,0.1338695,changed
2172,205,0.12103604,changed
2173,3966,0.1442706,changed
2174,1407,0.13107356,changed
2175,4091,0.1333355,changed
2176,2184,0.23677832,changed
2177,2880,0.5473135,shifted
2178,1517,0.11957116,changed
2179,2365,0.13249515,changed
2180,3933,0.116063595,changed
2181,728,0.28876418,changed
2182,2439,0.21290949,changed
2183,991,0.112109974,changed
2184,1694,0.1307472,changed
2185,936,0.21338099,changed
2186,1236,0.14110112,changed
2187,4070,0.14002655,changed
2188,1501,0.25315902,changed
2189,215,0.12452574,changed
2190,1416,0.12933122,changed
2191,1101,0.1344507,changed
2192,1553,0.1302144,changed
2193,1864,0.1280365,changed
2194,1354,0.12867874,changed
2195,2762,0.1366275,changed
2196,948,0.1389519,changed
2197,1875,0.1277132,changed
2198,1897,0.114236474,changed
2199,2420,0.16506639,changed
2200,3131,0.13655141,changed
2201,3070,0.13623716,changed
2202,1266,0.12793085,changed
2203,3219,0.30806464,changed
2204,143,0.14539716,changed
2205,1532,0.11960538,changed
2206,578,0.121939585,changed
2207,2329,0.13480537,changed
2208,3324,0.13033155,changed
2209,839,0.12982005,changed
2210,563,0.12547839,changed
2211,320,0.14604713,changed
2212,484,0.18298534,changed
2213,1645,0.24074355,changed
2214,2773,0.35523838,changed
2215,600,0.14892969,changed
2216,2314,0.2047126,changed
2217,2901,0.110410154,changed
2218,2445,0.13231538,changed
2219,2405,0.15144016,changed
2220,2439,0.12691382,changed
2221,2530,0.15123127,changed
2222,948,0.12323704,changed
2223,695,0.1470576,changed
2224,1149,0.2641486,changed
2225,1129,0.17030251,changed
2226,2222,0.1443327,changed
2227,3048,0.14700094,changed
2228,2891,0.17657131,changed
2229,3401,0.11939244,changed
2230,2073,0.31291276,changed
2231,2458,0.12995112,changed
2232,2011,0.1227133,changed
2233,2592,0.112237275,changed
2234,423,0.13309065,changed
2235,1343,0.15021461,changed
2236,3983,0.12746735,changed
2237,581,0.11983803,changed
2238,1206,0.1356875,changed
2239,3357,0.14011034,changed
2240,855,0.1304937,changed
2241,2275,0.12587309,changed
2242,812,0.13095392,changed
2243,1797,0.1179806,changed
2244,3981,0.12753601,changed
2245,1176,0.12475112,changed
2246,1259,0.1191642,changed
2247,1271,0.120318115,changed
2248,1742,0.1618179,changed
2249,2839,0.13277031,changed
2250,2891,0.1344064,changed
2251,3352,0.21823755,changed
2252,3887,0.14850171,changed
2253,2002,0.14312378,changed
2254,2712,0.119169116,changed
2255,2799,0.120739765,changed
2256,413,0.12120424,changed
2257,1722,0.115164116,changed
2258,3706,0.3495887,changed
2259,524,0.10924165,changed
2260,3244,0.12591085,changed
2261,691,0.121026784,changed
2262,3457,0.15098743,changed
2263,3695,0.115474634,changed
2264,2807,0.1731326,changed
2265,2681,0.14169876,changed
2266,3091,0.1329096,changed
2267,3264,0.12737839,changed
2268,2319,0.12567657,changed
2269,3523,0.14052486,changed
2270,2854,0.14231999,changed
2271,2799,0.12282752,changed
2272,4018,0.2244237,changed
2273,2027,0.13064656,changed
2274,978,0.17173865,changed
2275,743,0.28645343,changed
2276,3824,0.13371964,changed
2277,91,0.12833486,changed
2278,3636,0.12710732,changed
2279,3320,0.11741384,changed
2280,2723,0.13210492,changed
2281,2310,0.1316537,changed
2282,2717,0.13050438,changed
2283,1618,0.2098915,changed
2284,3070,0.19332302,changed
2285,3037,0.12032523,changed
2286,2714,0.12352404,changed
2287,3373,0.14186555,changed
2288,1962,0.13078661,changed
2289,2211,0.12688166,changed
2290,1861,0.13742939,changed
2291,2544,0.124588855,changed
2292,3284,0.15530303,changed
2293,3004,0.37636593,changed
2294,3575,0.14494452,changed
2295,632,0.23974805,changed
2296,51,0.14673828,changed
2297,2998,0.14179195,changed
2298,753,0.2293375,changed
2299,2128,0.12915924,changed
2300,3741,0.1275944,changed
2301,782,0.24591057,changed
2302,2255,0.13690105,changed
2303,1526,0.14320645,changed
2304,3434,0.1184875,changed
2305,172,0.15400115,changed
2306,3407,0.13210149,changed
2307,2934,0.14848492,changed
2308,124,0.13883549,changed
2309,461,0.12993535,changed
2310,483,0.11448774,changed
2311,2456,0.13359988,changed
2312,2162,0.1273149,changed
2313,3734,0.12719598,changed
2314,1776,0.16927198,changed
2315,323,0.11923008,changed
2316,1655,0.14680263,changed
2317,2100,0.13794932,changed
2318,746,0.15707082,changed
2319,1930,0.13038257,changed
2320,2622,0.36482733,changed
2321,3462,0.126993,changed
2322,241,0.110844485,changed
2323,4041,0.1302298,changed
2324,3493,0.12797222,changed
2325,2316,0.18999344,changed
2326,2880,0.3863919,changed
2327,3926,0.11237529,changed
2328,2310,0.14125857,changed
2329,1068,0.18225184,changed
2330,1938,0.12765637,changed
2331,596,0.13047236,changed
2332,1922,0.14432818,changed
2333,1732,0.12210116,changed
2334,1145,0.12946512,changed
2335,3061,0.15903713,changed
2336,3051,0.14718002,changed
2337,1898,0.12914626,changed
2338,1575,0.11985843,changed
2339,661,0.1186802,changed
2340,2313,0.13759977,changed
2341,1491,0.11295535,changed
2342,2961,0.14170699,changed
2343,2813,0.14434794,changed
2344,1471,0.13456386,changed
2345,1815,0.12254494,changed
2346,3337,0.28256136,changed
2347,1815,0.116260394,changed
2348,1250,0.2270261,changed
2349,1365,0.14728916,changed
2350,1747,0.12527713,changed
2351,1634,0.13926981,changed
2352,991,0.11428338,changed
2353,1242,0.1242417,changed
2354,3175,0.120547205,changed
2355,387,0.1307717,changed
2356,3528,0.13194671,changed
2357,2711,0.14342743,changed
2358,2202,0.14590752,changed
2359,275,0.11788948,changed
2360,2560,0.113037065,changed
2361,3220,0.4172433,changed
2362,3597,0.12328552,changed
2363,1336,0.14434004,changed
2364,2552,0.25023383,changed
2365,188,0.22911024,changed
2366,118,0.13730189,changed
2367,940,0.12802346,changed
2368,562,0.25692695,changed
2369,3116,0.29991573,changed
2370,3912,0.13122335,changed
2371,612,0.14084405,changed
2372,3324,0.16080897,changed
2373,3055,0.25671947,changed
2374,3060,0.16774784,changed
2375,3076,0.14313665,changed
2376,2625,0.13173439,changed
2377,23,0.21029305,changed
2378,2095,0.3479929,changed
2379,700,0.14231612,changed
2380,1279,0.15967947,changed
2381,3485,0.12674573,changed
2382,863,0.1222377,changed
2383,4039,0.12972507,changed
2384,2720,0.124837376,changed
2385,2210,0.11282988,changed
2386,2715,0.1333173,changed
2387,2390,0.12348153,changed
2388,3021,0.14649478,changed
2389,2526,0.13286722,changed
2390,3968,0.14547604,changed
2391,2955,0.14108472,changed
2392,2834,0.16197984,changed
2393,1523,0.12832464,changed
2394,1618,0.27672398,changed
2395,3794,0.12306951,changed
2396,3201,0.120022595,changed
2397,2683,0.24799013,changed
2398,2062,0.11975093,changed
2399,782,0.15439785,changed
2400,1995,0.16607988,changed
2401,2712,0.13310789,changed
2402,22,0.14623065,changed
2403,3883,0.15895633,changed
2404,2123,0.14804241,changed
2405,2681,0.1364733,changed
2406,2780,0.14337462,changed
2407,875,0.11433847,changed
2408,3784,0.12612978,changed
2409,1481,0.17262092,changed
2410,3595,0.30652785,changed
2411,3872,0.13107103,changed
2412,2976,0.12774816,changed
2413,2833,0.12591007,changed
2414,2095,0.24584481,changed
2415,397,0.12905799,changed
2416,2761,0.13971448,changed
2417,2076,0.130272,changed
2418,1556,0.1305607,changed
2419,808,0.12038064,changed
2420,3716,0.12256323,changed
2421,1470,0.17431639,changed
2422,1355,0.1367167,changed
2423,2001,0.13194747,changed
2424,3288,0.16143294,changed
2425,2743,0.11467989,changed
2426,3012,0.13046095,changed
2427,2870,0.1251413,changed
2428,2130,0.13598776,changed
2429,724,0.37287858,changed
2430,2137,0.13701674,changed
2431,1005,0.14989927,changed
2432,3773,0.12314816,changed
2433,1680,0.149075,changed
2434,2597,0.118040204,changed
2435,891,0.14067857,changed
2436,2557,0.1368209,changed
2437,4090,0.14361587,changed
2438,50,0.13783973,changed
2439,4070,0.27700862,changed
2440,681,0.12848127,changed
2441,2933,0.12651229,changed
2442,2621,0.33825177,changed
2443,1669,0.14395793,changed
2444,2076,0.13604584,changed
2445,3481,0.11458331,changed
2446,271,0.11561134,changed
2447,3115,0.13940519,changed
2448,2645,0.12685814,changed
2449,1092,0.12542742,changed
2450,2850,0.29178944,changed
2451,1438,0.12361348,changed
2452,1991,0.32776958,changed
2453,2784,0.14253047,changed
2454,300,0.15348357,changed
2455,2484,0.12113566,changed
2456,3663,0.12468751,changed
2457,2787,0.18286362,changed
2458,3220,0.124573655,changed
2459,923,0.12026845,changed
2460,1818,0.12602617,changed
2461,3580,0.12043161,changed
2462,427,0.11941604,changed
2463,3297,0.12183096,changed
2464,1986,0.14512905,changed
2465,1322,0.46500742,changed
2466,4034,0.12461877,changed
2467,1210,0.11893551,changed
2468,3294,0.12303387,changed
2469,1296,0.13320678,changed
2470,308,0.19587243,changed
2471,2212,0.14562452,changed
2472,553,0.27122635,changed
2473,3877,0.15420629,changed
2474,2156,0.12712419,changed
2475,642,0.12157959,changed
2476,2806,0.13407527,changed
2477,2592,0.13219497,changed
2478,3132,0.19090317,changed
2479,3036,0.1374,changed
2480,3664,0.1333287,changed
2481,3466,0.13735159,changed
2482,2159,0.1173809,changed
2483,401,0.12314695,changed
2484,3768,0.1259384,changed
2485,3672,0.12886547,changed
2486,2990,0.12802267,changed
2487,3116,0.15814987,changed
2488,2477,0.15993664,changed
2489,3291,0.1504516,changed
2490,372,0.14983916,changed
2491,2542,0.12987253,changed
2492,2320,0.13504097,changed
2493,3658,0.13117923,changed
2494,453,0.1406047,changed
2495,385,0.13661288,changed
2496,1252,0.37497222,changed
2497,640,0.12677445,changed
2498,3276,0.10945624,changed
2499,3194,0.12210803,changed
2500,2184,0.2583729,changed
2501,1291,0.1262863,changed
2502,520,0.1337674,changed
2503,1977,0.14021401,changed
2504,3452,0.17703024,changed
2505,3699,0.11476054,changed
2506,2006,0.48631543,changed
2507,966,0.12487413,changed
2508,646,0.114142165,changed
2509,392,0.14756575,changed
2510,3836,0.40131998,changed
2511,830,0.12470038,changed
2512,3310,0.12181646,changed
2513,304,0.39653945,changed
2514,2006,0.1845083,changed
2515,2889,0.12721574,changed
2516,2770,0.14422677,changed
2517,3793,0.16072005,changed
2518,3632,0.13458031,changed
2519,1631,0.123680696,changed
2520,1273,0.46212524,changed
2521,1008,0.13040262,changed
2522,3938,0.13085236,changed
2523,1810,0.16467679,changed
2524,2800,0.123626426,changed
2525,1470,0.13629952,changed
2526,2054,0.13386568,changed
2527,1518,0.12877771,changed
2528,1848,0.13524021,changed
2529,1138,0.12477256,changed
2530,1016,0.37511104,changed
2531,2067,0.12115818,changed
2532,3536,0.14699051,changed
2533,1764,0.13041615,changed
2534,869,0.13908313,changed
2535,2521,0.20062506,changed
2536,1585,0.17036349,changed
2537,1740,0.1219956,changed
2538,3352,0.13393468,changed
2539,1710,0.26172757,changed
2540,3828,0.14376505,changed
2541,2358,0.27484536,changed
2542,3549,0.17081738,changed
2543,2098,0.12727904,changed
2544,2184,0.5917547,shifted
2545,2317,0.11839534,changed
2546,2676,0.11672239,changed
2547,1710,0.12744744,changed
2548,1035,0.12596825,changed
2549,1289,0.13156724,changed
2550,3730,0.14367221,changed
2551,2575,0.12276789,changed
2552,4053,0.13962734,changed
2553,3186,0.1290125,changed
2554,489,0.12171265,changed
2555,2609,0.13168727,changed
2556,1007,0.14004007,changed
2557,471,0.23917362,changed
2558,3598,0.25629273,changed
2559,2302,0.13627103,changed
2560,2502,0.12628525,changed
2561,3338,0.12504534,changed
2562,388,0.12661499,changed
2563,3225,0.13159111,changed
2564,3367,0.15973991,changed
2565,2503,0.14406846,changed
2566,3060,0.36201787,changed
2567,1996,0.12971565,changed
2568,3164,0.1382888,changed
2569,1581,0.15467794,changed
2570,1131,0.16416681,changed
2571,2219,0.12116253,changed
2572,3449,0.34979695,changed
2573,3982,0.1291487,changed
2574,3406,0.15624072,changed
2575,616,0.11911042,changed
2576,227,0.1217938,changed
2577,1049,0.20025197,changed
2578,274,0.1273514,changed
2579,1857,0.13505274,changed
2580,2280,0.13394144,changed
2581,3851,0.13742422,changed
2582,610,0.12938021,changed
2583,3654,0.6347294,shifted
2584,2027,0.27690712,changed
2585,1310,0.12194243,changed
2586,933,0.11477836,changed
2587,76,0.121655524,changed
2588,3761,0.11311038,changed
2589,484,0.32908767,changed
2590,918,0.1317941,changed
2591,741,0.12128861,changed
2592,1847,0.13408062,changed
2593,2715,0.1337466,changed
2594,1618,0.4318537,changed
2595,1458,0.13889354,changed
2596,696,0.12496422,changed
2597,3096,0.12013497,changed
2598,3671,0.1181276,changed
2599,3260,0.11689272,changed
2600,1368,0.13274725,changed
2601,1456,0.12398901,changed
2602,1108,0.5015857,shifted
2603,2777,0.11290316,changed
2604,3058,0.117378876,changed
2605,4053,0.19204754,changed
2606,3676,0.11369716,changed
2607,3094,0.15112609,changed
2608,2440,0.12883475,changed
2609,1678,0.374158,changed
2610,98,0.14571042,changed
2611,1289,0.1417097,changed
2612,3774,0.14462562,changed
2613,3596,0.27165875,changed
2614,661,0.3466,changed
2615,2243,0.13377935,changed
2616,1269,0.12442726,changed
2617,962,0.12814422,changed
2618,1013,0.14397201,changed
2619,398,0.14078523,changed
2620,1346,0.12250914,changed
2621,1618,0.4411312,changed
2622,4039,0.1297079,changed
2623,3790,0.13714673,changed
2624,1250,0.17130125,changed
2625,1732,0.13080353,changed
2626,383,0.12027544,changed
2627,3157,0.14362556,changed
2628,3113,0.17204155,changed
2629,546,0.15299144,changed
2630,2032,0.13075626,changed
2631,3358,0.12308483,changed
2632,3549,0.2642607,changed
2633,2807,0.13196689,changed
2634,3709,0.13034417,changed
2635,2070,0.23353821,changed
2636,3770,0.36721978,changed
2637,2744,0.12307297,changed
2638,1564,0.1408796,changed
2639,36,0.13680153,changed
2640,412,0.122485764,changed
2641,296,0.13790938,changed
2642,3181,0.23679772,changed
2643,2358,0.12377785,changed
2644,317,0.15450671,changed
2645,20,0.14036387,changed
2646,658,0.13496271,changed
2647,838,0.1283751,changed
2648,525,0.13501821,changed
2649,3231,0.11730045,changed
2650,3889,0.14431822,changed
2651,340,0.13962354,changed
2652,3814,0.13398685,changed
2653,3034,0.1372313,changed
2654,1450,0.14811757,changed
2655,614,0.13674203,changed
2656,764,0.1257098,changed
2657,3903,0.14106004,changed
2658,1848,0.12482032,changed
2659,3858,0.120514184,changed
2660,4017,0.27359295,changed
2661,2338,0.13879292,changed
2662,478,0.13025555,changed
2663,1874,0.12596226,changed
2664,3994,0.13008186,changed
2665,3190,0.16901572,changed
2666,2405,0.14116333,changed
2667,965,0.13961926,changed
2668,2438,0.14335585,changed
2669,3143,0.14385387,changed
2670,3770,0.1665518,changed
2671,1367,0.1344982,changed
2672,3902,0.13209563,changed
2673,1252,0.17688793,changed
2674,3006,0.119962536,changed
2675,615,0.1376169,changed
2676,2505,0.11781237,changed
2677,2940,0.14044985,changed
2678,860,0.14165169,changed
2679,3400,0.12970886,changed
2680,1526,0.13330092,changed
2681,1557,0.13498737,changed
2682,2968,0.14280227,changed
2683,2443,0.12355905,changed
2684,3190,0.12647212,changed
2685,4095,0.12279673,changed
2686,3690,0.125501,changed
2687,53,0.13010481,changed
2688,1362,0.14129935,changed
2689,3262,0.119164705,changed
2690,2751,0.11579597,changed
2691,2389,0.22312087,changed
2692,165,0.11775559,changed
2693,1764,0.12825572,changed
2694,3531,0.13319248,changed
2695,3608,0.13600942,changed
2696,3593,0.12620519,changed
2697,4047,0.113373436,changed
2698,1909,0.28784215,changed
2699,2083,0.13822097,changed
2700,3901,0.12037721,changed
2701,1445,0.12771598,changed
2702,2652,0.122712776,changed
2703,852,0.120032184,changed
2704,625,0.13183981,changed
2705,2439,0.120034575,changed
2706,1950,0.13865593,changed
2707,646,0.124288455,changed
2708,561,0.11829895,changed
2709,2776,0.15314195,changed
2710,1619,0.13306788,changed
2711,2912,0.1422991,changed
2712,3143,0.13038482,changed
2713,2703,0.120295376,changed
2714,3924,0.15314898,changed
2715,1322,0.16242227,changed
2716,246,0.13126963,changed
2717,3012,0.13731983,changed
2718,667,0.12732576,changed
2719,240,0.12563914,changed
2720,2550,0.13618457,changed
2721,3539,0.116468176,changed
2722,2938,0.14451781,changed
2723,2185,0.12692964,changed
2724,11,0.11374195,changed
2725,1841,0.12771344,changed
2726,3019,0.4299503,changed
2727,1979,0.1192194,changed
2728,806,0.25996497,changed
2729,1543,0.14287686,changed
2730,1266,0.12818095,changed
2731,544,0.12186646,changed
2732,2621,0.18815911,changed
2733,670,0.13737375,changed
2734,1925,0.13462523,changed
2735,3454,0.23637325,changed
2736,2847,0.14990802,changed
2737,2521,0.17636453,changed
2738,1544,0.12749673,changed
2739,542,0.14079943,changed
2740,2671,0.23328868,changed
2741,2302,0.118481554,changed
2742,338,0.12790687,changed
2743,3579,0.17541586,changed
2744,2429,0.124053456,changed
2745,1943,0.12369105,changed
2746,3555,0.13273074,changed
2747,3514,0.12231074,changed
2748,762,0.12835416,changed
2749,2880,0.36005056,changed
2750,726,0.13521785,changed
2751,97,0.124644026,changed
2752,632,0.20375943,changed
2753,750,0.14053881,changed
2754,3476,0.14982095,changed
2755,567,0.124878675,changed
2756,3405,0.117296726,changed
2757,100,0.13615674,changed
2758,2496,0.13137884,changed
2759,2960,0.15409058,changed
2760,2426,0.12128716,changed
2761,124,0.36978757,changed
2762,1706,0.14113313,changed
2763,2108,0.13467869,changed
2764,1813,0.13411595,changed
2765,3346,0.131325,changed
2766,1042,0.13034815,changed
2767,3090,0.14746282,changed
2768,3396,0.21452096,changed
2769,1657,0.1323501,changed
2770,388,0.14362723,changed
2771,3674,0.22820875,changed
2772,2233,0.18128923,changed
2773,2163,0.1184493,changed
2774,1072,0.14750543,changed
2775,1405,0.14492199,changed
2776,2522,0.1216249,changed
2777,932,0.105977856,changed
2778,1475,0.11446091,changed
2779,3962,0.12578803,changed
2780,866,0.14629668,changed
2781,855,0.124111205,changed
2782,2588,0.11119859,changed
2783,1189,0.13105068,changed
2784,2718,0.12287341,changed
2785,110,0.13589694,changed
2786,1593,0.13314484,changed
2787,3442,0.12455152,changed
2788,3517,0.13104364,changed
2789,575,0.15234324,changed
2790,534,0.23450774,changed
2791,2507,0.1341936,changed
2792,1546,0.12647796,changed
2793,1872,0.15434161,changed
2794,463,0.12107544,changed
2795,2563,0.12833023,changed
2796,4053,0.29432577,changed
2797,2559,0.134523,changed
2798,932,0.19233885,changed
2799,657,0.11933346,changed
2800,1272,0.16189173,changed
2801,3158,0.35436296,changed
2802,2002,0.12032421,changed
2803,3347,0.20375225,changed
2804,4045,0.1439995,changed
2805,2412,0.14350607,changed
2806,3910,0.12550187,changed
2807,1690,0.12788361,changed
2808,2305,0.13213362,changed
2809,3684,0.123835415,changed
2810,1170,0.123070955,changed
2811,1716,0.14647385,changed
2812,3134,0.113282666,changed
2813,2215,0.14014184,changed
2814,3678,0.13120453,changed
2815,24,0.13668987,changed
2816,3842,0.13163894,changed
2817,3335,0.14548647,changed
2818,441,0.1473499,changed
2819,2861,0.11845118,changed
2820,1721,0.1392719,changed
2821,2191,0.12769613,changed
2822,1410,0.5082101,shifted
2823,3743,0.1423085,changed
2824,2320,0.13062343,changed
2825,2095,0.121451475,changed
2826,3233,0.12255287,changed
2827,1483,0.13346693,changed
2828,1650,0.12934162,changed
2829,918,0.16127886,changed
2830,2169,0.23253249,changed
2831,3105,0.12781975,changed
2832,99,0.13555184,changed
2833,1961,0.11283782,changed
2834,1236,0.15743819,changed
2835,483,0.12808691,changed
2836,3204,0.13868782,changed
2837,1381,0.12337303,changed
2838,66,0.12362051,changed
2839,2470,0.13470873,changed
2840,1401,0.12764022,changed
2841,2805,0.11880823,changed
2842,2252,0.2701058,changed
2843,1546,0.15675709,changed
2844,1425,0.15073943,changed
2845,503,0.1376815,changed
2846,1278,0.1279084,changed
2847,3143,0.111698516,changed
2848,3220,0.15855183,changed
2849,249,0.1826436,changed
2850,2773,0.1260597,changed
2851,709,0.14113346,changed
2852,804,0.11452425,changed
2853,3352,0.22959754,changed
2854,341,0.36169404,changed
2855,243,0.12106559,changed
2856,356,0.17373164,changed
2857,3432,0.14350732,changed
2858,367,0.12061952,changed
2859,2275,0.11907625,changed
2860,1504,0.15520139,changed
2861,2809,0.13439906,changed
2862,1901,0.13573153,changed
2863,2261,0.12399842,changed
2864,2688,0.13027364,changed
2865,2715,0.16688095,changed
2866,1473,0.123272926,changed
2867,3654,0.12971339,changed
2868,683,0.12065402,changed
2869,497,0.13647696,changed
2870,135,0.3036704,changed
2871,728,0.23194252,changed
2872,2851,0.32626492,changed
2873,1342,0.121069305,changed
2874,279,0.14353518,changed
2875,1293,0.12439105,changed
2876,3532,0.12795863,changed
2877,1834,0.13462025,changed
2878,1353,0.11504017,changed
2879,504,0.14364243,changed
2880,394,0.13766712,changed
2881,2361,0.2540354,changed
2882,1068,0.12601432,changed
2883,3636,0.2650727,changed
2884,636,0.48633537,changed
2885,1048,0.13438669,changed
2886,2706,0.14830698,changed
2887,3193,0.14889687,changed
2888,635,0.11487247,changed
2889,1864,0.13431749,changed
2890,958,0.1379148,changed
2891,663,0.12908521,changed
2892,1607,0.15190083,changed
2893,3497,0.1259941,changed
2894,3396,0.11952038,changed
2895,243,0.13943607,changed
2896,1652,0.15910354,changed
2897,2128,0.13082068,changed
2898,910,0.13505384,changed
2899,83,0.15909609,changed
2900,3986,0.1352632,changed
2901,1750,0.12191298,changed
2902,3110,0.15084507,changed
